0.50625,0.46875
0.513765,0.439673
0.522511,0.412647
0.532466,0.387553
0.543612,0.364275
0.555941,0.342699
0.569449,0.322718
0.584139,0.304229
0.600017,0.287135
0.617097,0.271343
0.635393,0.256767
0.654927,0.243326
0.675721,0.230946
0.697803,0.219555
0.721202,0.20909
0.745953,0.199491
0.77209,0.190703
0.799651,0.182675
0.828678,0.175364
0.859213,0.168726
0.891301,0.162726
0.924988,0.157332
0.960322,0.152513
0.997354,0.148247
1.03613,0.144511
1.07671,0.14129
1.11914,0.13857
1.16346,0.136344
1.20974,0.134607
1.25801,0.133359
1.30833,0.132606
1.36073,0.132357
1.41526,0.132629
1.47195,0.133444
1.53081,0.134832
1.59187,0.136829
1.65513,0.139482
1.72057,0.142848
1.78817,0.146997
1.85786,0.152011
1.92957,0.157991
2.00319,0.165057
2.07855,0.173349
2.15545,0.183037
2.23364,0.194323
2.31277,0.207445
2.39242,0.222683
2.47209,0.240371
2.55112,0.2609
2.62876,0.284729
2.70406,0.312393
2.77591,0.344508
2.84298,0.381782
2.90373,0.425008
2.95635,0.475066
2.99884,0.532894
3.02892,0.599459
3.04419,0.675692
3.04213,0.762393
3.02029,0.860101
2.97647,0.968922
2.909,1.08833
2.817,1.21694
2.70074,1.35236
2.56185,1.49105
2.40346,1.62843
2.23009,1.75913
2.04737,1.87744
1.86145,1.97798
1.67838,2.05633
1.50345,2.10954
1.34075,2.13646
1.19296,2.13765
1.06134,2.11514
0.946045,2.072
0.846332,2.01181
0.760949,1.93833
0.688374,1.85512
0.627016,1.76538
0.575348,1.67186
0.531973,1.57682
0.495659,1.48205
0.465348,1.38894
0.44014,1.29852
0.419282,1.21153
0.402148,1.12848
0.388219,1.04967
0.377067,0.975263
0.36834,0.905317
0.361748,0.839795
0.35705,0.7786
0.354053,0.72159
0.352594,0.668592
0.352544,0.619414
0.353793,0.57385
0.356256,0.531692
0.359862,0.492729
0.364557,0.456755
0.370296,0.423568
0.377047,0.392974
0.384787,0.36479
0.393499,0.338838
0.403174,0.314954
0.413809,0.292983
0.425407,0.272777
0.437974,0.254203
0.451522,0.237132
0.466068,0.221449
0.481631,0.207045
0.498234,0.19382
0.515903,0.18168
0.534668,0.170542
0.554563,0.160327
0.575623,0.150962
0.597886,0.142383
0.621396,0.13453
0.646196,0.127346
0.672334,0.120784
0.69986,0.114796
0.728828,0.109342
0.759292,0.104384
0.791312,0.0998903
0.82495,0.0958296
0.860268,0.0921757
0.897334,0.0889054
0.936218,0.0859982
0.97699,0.0834368
1.01973,0.0812069
1.0645,0.0792969
1.1114,0.0776981
1.16049,0.0764048
1.21186,0.0754143
1.2656,0.0747273
1.32179,0.0743477
1.38051,0.0742833
1.44184,0.0745461
1.50587,0.0751528
1.57268,0.0761253
1.64233,0.0774918
1.71491,0.0792877
1.79045,0.0815567
1.86902,0.0843528
