0,0,0,0,0,0
0.2,0,0,0,0,0
0.075,0.225,0,0,0,0
0.3,-0.9,1.2,0,0,0
-0.2037037037,2.5,-2.5925925926,1.2962962963,0,0
0.0294958044,0.341796875,0.0415943287,0.4003454138,0.06176757812,0
