0.995009,0.994996
0.990117,0.989943
0.985324,0.984843
0.98063,0.979698
0.976034,0.974512
0.971536,0.969286
0.967134,0.964024
0.962829,0.958726
0.958619,0.953395
0.954505,0.948034
0.950484,0.942645
0.946558,0.93723
0.942724,0.931791
0.938983,0.926331
0.935334,0.92085
0.931776,0.915352
0.928308,0.909837
0.92493,0.904309
0.921641,0.898769
0.91844,0.893218
0.915326,0.887659
0.9123,0.882093
0.909359,0.876523
0.906504,0.870949
0.903734,0.865373
0.901048,0.859797
0.898445,0.854222
0.895925,0.848651
0.893486,0.843084
0.891129,0.837522
0.888853,0.831968
0.886656,0.826422
0.884538,0.820887
0.882499,0.815362
0.880538,0.80985
0.878654,0.804351
0.876846,0.798867
0.875114,0.793398
0.873457,0.787947
0.871875,0.782514
0.870366,0.777099
0.868931,0.771705
0.867569,0.766332
0.866278,0.76098
0.865059,0.755651
0.863911,0.750346
0.862833,0.745065
0.861825,0.739809
0.860886,0.734579
0.860015,0.729376
0.859212,0.724201
0.858477,0.719053
0.857809,0.713934
0.857207,0.708845
0.85667,0.703785
0.8562,0.698756
0.855793,0.693758
0.855452,0.688792
0.855174,0.683858
0.854959,0.678956
0.854807,0.674087
0.854718,0.669252
0.854691,0.66445
0.854725,0.659683
0.85482,0.65495
0.854976,0.650253
0.855192,0.64559
0.855468,0.640963
0.855804,0.636372
0.856198,0.631817
0.856652,0.627299
0.857163,0.622817
0.857732,0.618372
0.858359,0.613964
0.859043,0.609593
0.859784,0.60526
0.860581,0.600964
0.861435,0.596706
0.862344,0.592485
0.863309,0.588303
0.864329,0.584159
0.865404,0.580053
0.866534,0.575985
0.867718,0.571955
0.868956,0.567964
0.870248,0.564011
0.871593,0.560097
0.872991,0.556221
0.874443,0.552384
0.875947,0.548585
0.877503,0.544825
0.879112,0.541103
0.880773,0.53742
0.882486,0.533775
0.88425,0.530169
0.886065,0.526601
0.887932,0.523071
0.889849,0.51958
0.891818,0.516127
0.893836,0.512712
0.895906,0.509336
0.898025,0.505997
0.900194,0.502696
0.902413,0.499434
0.904682,0.496209
0.907,0.493022
0.909367,0.489872
0.911783,0.48676
0.914249,0.483686
0.916763,0.480648
0.919326,0.477648
0.921937,0.474685
0.924597,0.471759
0.927305,0.46887
0.930061,0.466018
0.932865,0.463202
0.935716,0.460423
0.938616,0.45768
