0,0,0,0,9e-11,-2.88e-11,0,0,1e-13,0,0,1.43e-11,0,0,1.01e-13,0,0,1.44e-11
0,0,0,0,1.8e-10,-5.8e-11,0,0,4.9e-13,0,0,2.8e-11,0,0,4.9e-13,0,0,2.9e-11
0,0,0,0,2.7e-10,-8.6e-11,0,0,1.16e-12,0,0,4.3e-11,0,0,1.18e-12,1e-09,0,4.3e-11
0,0,0,0,3.6e-10,-1.1e-10,0,0,2.1e-12,0,0,5.6e-11,0,0,2.2e-12,0,0,5.8e-11
0,0,0,0,4.5e-10,-1.4e-10,0,0,3.4e-12,0,0,7e-11,0,0,3.5e-12,0,0,8e-11
0,0,0,0,6e-10,-1.8e-10,0,0,4.8e-12,0,0,8e-11,0,0,5e-12,0,0,9e-11
0,0,0,0,6e-10,-2.1e-10,0,0,6.7e-12,0,0,9e-11,0,0,6.9e-12,0,0,1e-10
0,0,0,0,7e-10,-2.3e-10,0,0,8.7e-12,0,0,1.1e-10,0,0,9.1e-12,0,0,1.2e-10
0,1e-06,0,-1e-08,8e-10,-2.6e-10,0,0,1.1e-11,0,0,1.3e-10,0,0,1.1e-11,0,0,1.4e-10
0,0,0,0,9e-10,-2.9e-10,0,0,1.4e-11,0,0,1.4e-10,0,0,1.4e-11,0,0,1.5e-10
0,0,0,0,1e-09,-3e-10,0,0,1.7e-11,0,0,1.5e-10,0,0,1.8e-11,0,0,1.7e-10
0,0,0,0,1.1e-09,-3e-10,0,0,2e-11,0,0,1.6e-10,0,0,2.1e-11,1e-08,0,1.9e-10
0,0,0,0,1.2e-09,-4e-10,0,0,2.3e-11,0,0,1.8e-10,0,0,2.5e-11,0,0,2e-10
0,0,0,0,1.3e-09,-4e-10,0,0,2.6e-11,0,0,1.9e-10,0,0,2.9e-11,1e-08,0,2.2e-10
0,0,0,0,1.4e-09,-5e-10,0,0,3.1e-11,0,0,2e-10,0,0,3.3e-11,0,-1e-08,2e-10
0,0,0,0,1.4e-09,-5e-10,0,0,3.5e-11,0,0,2e-10,0,0,3.8e-11,0,0,3e-10
0,0,0,0,1.5e-09,-5e-10,0,0,4e-11,0,0,2e-10,0,0,4.3e-11,1e-08,0,2e-10
0,1e-06,0,0,1.6e-09,-5e-10,0,0,4.4e-11,0,0,3e-10,0,0,4.8e-11,1e-08,0,3e-10
0,0,0,0,1e-09,-5e-10,0,0,5e-11,0,0,3e-10,0,0,5e-11,0,0,3e-10
0,0,0,0,2e-09,-6e-10,0,0,5e-11,0,0,3e-10,0,0,6e-11,1e-08,0,3e-10
0,0,0,0,2e-09,-6e-10,0,0,6e-11,0,0,3e-10,0,0,6e-11,0,0,3e-10
0,0,0,0,2e-09,-7e-10,0,0,7e-11,0,0,3e-10,0,0,7e-11,0,0,3e-10
0,0,0,0,2e-09,-7e-10,0,0,7e-11,0,0,3e-10,0,0,8e-11,0,0,4e-10
0,0,0,0,2e-09,-7e-10,0,0,8e-11,0,0,3e-10,0,0,9e-11,1e-08,0,4e-10
0,0,0,0,2e-09,-7e-10,0,0,9e-11,0,0,3e-10,0,0,1e-10,1e-08,0,4e-10
0,0,0,0,2e-09,-7e-10,0,0,9e-11,0,0,3e-10,0,0,1e-10,0,0,4e-10
0,0,0,0,2e-09,-8e-10,0,0,1e-10,0,0,3e-10,0,0,1.1e-10,0,0,5e-10
0,0,0,0,2e-09,-8e-10,0,0,1.1e-10,0,0,3e-10,0,0,1.3e-10,0,0,5e-10
0,0,0,0,3e-09,-9e-10,0,0,1.1e-10,0,0,4e-10,0,0,1.3e-10,0,0,4e-10
0,0,0,0,2e-09,-9e-10,0,0,1.2e-10,0,0,4e-10,0,0,1.4e-10,0,0,5e-10
0,0,0,0,3e-09,-9e-10,0,0,1.3e-10,0,0,4e-10,0,0,1.5e-10,0,0,5e-10
0,0,0,0,3e-09,-1e-09,0,0,1.4e-10,0,0,5e-10,0,0,1.6e-10,1e-08,0,5e-10
0,0,0,0,3e-09,-1e-09,0,0,1.4e-10,0,0,4e-10,0,0,1.7e-10,0,0,5e-10
0,0,0,0,4e-09,-1e-09,0,0,1.6e-10,0,0,5e-10,0,0,1.8e-10,0,0,5e-10
