0,0.0004219,-4.219e-05,4.872e-06,0,0,-4e-05,0,0,-2e-06,4.219e-06,0,0,0,0,-2.436e-06,-4.219e-06,0
0,0.000843,-8.44e-05,9.75e-06,-1.027e-08,3.265e-09,-8e-05,0,-8.07e-12,-5e-06,8.45e-06,-1.62e-09,0,0,-8.18e-12,-4.894e-06,-8.43e-06,-1.646e-09
0,0.001263,-0.0001268,1.462e-05,-3.078e-08,9.801e-09,-0.00013,0,-4.857e-11,-7e-06,1.268e-05,-4.843e-09,0,0,-4.94e-11,-7.376e-06,-1.264e-05,-4.959e-09
0,0.001682,-0.000169,1.95e-05,-6.154e-08,1.961e-08,-0.00017,0,-1.456e-10,-1e-05,1.691e-05,-9.653e-09,0,0,-1.489e-10,-9.88e-06,-1.686e-05,-9.963e-09
0,0.002101,-0.0002115,2.438e-05,-1.0252e-07,3.271e-08,-0.00021,0,-3.231e-10,-1.2e-05,2.115e-05,-1.604e-08,0,0,-3.32e-10,-1.241e-05,-2.106e-05,-1.668e-08
1e-05,0.002519,-0.0002539,2.926e-05,-1.537e-07,4.911e-08,-0.00026,0,-6.048e-10,-1.4e-05,2.54e-05,-2.397e-08,0,0,-6.245e-10,-1.496e-05,-2.525e-05,-2.514e-08
0,0.002936,-0.0002964,3.415e-05,-2.151e-07,6.879e-08,-0.0003,0,-1.014e-09,-1.6e-05,2.966e-05,-3.344e-08,0,0,-1.0527e-09,-1.753e-05,-2.944e-05,-3.535e-08
1e-05,0.003351,-0.0003389,3.904e-05,-2.869e-07,9.179e-08,-0.00034,0,-1.5742e-09,-1.9e-05,3.392e-05,-4.445e-08,0,0,-1.6428e-09,-2.013e-05,-3.363e-05,-4.735e-08
1e-05,0.003766,-0.0003815,4.392e-05,-3.687e-07,1.1809e-07,-0.00038,0,-2.308e-09,-2.1e-05,3.818e-05,-5.694e-08,0,0,-2.421e-09,-2.275e-05,-3.78e-05,-6.115e-08
0,0.004181,-0.0004241,4.882e-05,-4.608e-07,1.4772e-07,-0.00043,0,-3.239e-09,-2.3e-05,4.244e-05,-7.094e-08,0,0,-3.415e-09,-2.539e-05,-4.198e-05,-7.678e-08
0,0.004594,-0.0004668,5.371e-05,-5.632e-07,1.807e-07,-0.00047,0,-4.39e-09,-2.5e-05,4.671e-05,-8.641e-08,0,0,-4.653e-09,-2.806e-05,-4.615e-05,-9.427e-08
0,0.005007,-0.0005095,5.861e-05,-6.758e-07,2.169e-07,-0.00051,0,-5.782e-09,-2.8e-05,5.099e-05,-1.0333e-07,-1e-05,0,-6.162e-09,-3.074e-05,-5.031e-05,-1.1362e-07
