10,-0.049975,0.00500144,-0.000577411,3.0298e-07,-9.62788e-08,-4.995,8.66025,1.6015e-10,0.500288,-0.000500182,4.80125e-08,-5,-8.66025,1.60785e-10,0.000289348,0.000499879,4.82663e-08
9.99999,-0.0999,0.0100058,-0.00115494,1.21141e-06,-3.85264e-07,-4.98999,8.66024,1.27897e-09,0.500575,-0.00100072,1.91616e-07,-4.99999,-8.66024,1.28912e-09,0.000580044,0.00099951,1.93647e-07
9.99997,-0.149775,0.0150129,-0.0017326,2.72471e-06,-8.67212e-07,-4.98499,8.66023,4.30919e-09,0.500861,-0.00150161,4.30178e-07,-4.99999,-8.66023,4.36061e-09,0.000872087,0.00149889,4.37034e-07
9.99995,-0.1996,0.020023,-0.00231038,4.84237e-06,-1.54238e-06,-4.97998,8.66021,1.01972e-08,0.501145,-0.00200285,7.63063e-07,-4.99998,-8.66021,1.03598e-08,0.00116548,0.001998,7.79319e-07
9.99993,-0.249374,0.0250358,-0.00288829,7.564e-06,-2.41103e-06,-4.97496,8.66019,1.98832e-08,0.501428,-0.00250442,1.18964e-06,-4.99996,-8.66019,2.02801e-08,0.00146022,0.00249685,1.2214e-06
9.9999,-0.299099,0.0300515,-0.00346634,1.08893e-05,-3.47343e-06,-4.96995,8.66016,3.43007e-08,0.50171,-0.00300632,1.70927e-06,-4.99995,-8.66016,3.51238e-08,0.00175631,0.00299543,1.76416e-06
9.99986,-0.348773,0.03507,-0.00404451,1.4818e-05,-4.72983e-06,-4.96493,8.66013,5.43773e-08,0.501991,-0.00350854,2.32132e-06,-4.99993,-8.66013,5.59025e-08,0.00205375,0.00349373,2.4085e-06
9.99982,-0.398398,0.0400913,-0.00462281,1.935e-05,-6.18049e-06,-4.95991,8.66009,8.10339e-08,0.50227,-0.00401108,3.02517e-06,-4.99991,-8.66009,8.36362e-08,0.00235254,0.00399173,3.15532e-06
9.99977,-0.447971,0.0451154,-0.00520126,2.44853e-05,-7.82569e-06,-4.95488,8.66005,1.15185e-07,0.502549,-0.00451393,3.82017e-06,-4.99988,-8.66005,1.19354e-07,0.00265268,0.00448945,4.00552e-06
9.99971,-0.497495,0.0501423,-0.00577983,3.02239e-05,-9.66568e-06,-4.94986,8.66,1.5774e-07,0.502826,-0.00501708,4.70569e-06,-4.99985,-8.66,1.64095e-07,0.00295417,0.00498686,4.95999e-06
9.99965,-0.546969,0.0551719,-0.00635855,3.6566e-05,-1.17007e-05,-4.94483,8.65995,2.096e-07,0.503102,-0.00552053,5.68111e-06,-4.99982,-8.65995,2.18906e-07,0.00325701,0.00548396,6.01963e-06
9.99958,-0.596392,0.0602043,-0.00693741,4.35117e-05,-1.39311e-05,-4.9398,8.65989,2.71661e-07,0.503376,-0.00602426,6.74578e-06,-4.99979,-8.65989,2.84843e-07,0.00356121,0.00598075,7.18534e-06
9.99951,-0.645765,0.0652395,-0.00751641,5.10615e-05,-1.63571e-05,-4.93476,8.65983,3.44812e-07,0.50365,-0.00652828,7.89909e-06,-4.99975,-8.65983,3.62971e-07,0.00386675,0.00647722,8.45802e-06
9.99943,-0.695087,0.0702773,-0.00809556,5.92157e-05,-1.8979e-05,-4.92972,8.65976,4.29937e-07,0.503922,-0.00703257,9.1404e-06,-4.99971,-8.65977,4.54364e-07,0.00417365,0.00697335,9.83857e-06
9.99935,-0.744359,0.0753179,-0.00867486,6.79748e-05,-2.1797e-05,-4.92468,8.65969,5.27913e-07,0.504193,-0.00753713,1.04691e-05,-4.99967,-8.65969,5.60106e-07,0.00448189,0.00746915,1.13279e-05
9.99926,-0.793581,0.0803612,-0.0092543,7.73394e-05,-2.48114e-05,-4.91964,8.65961,6.3961e-07,0.504463,-0.00804195,1.18845e-05,-4.99962,-8.65962,6.81289e-07,0.00479149,0.00796461,1.29269e-05
9.99916,-0.842752,0.0854071,-0.00983389,8.73102e-05,-2.80225e-05,-4.91459,8.65953,7.65892e-07,0.504731,-0.00854703,1.3386e-05,-4.99957,-8.65953,8.19014e-07,0.00510244,0.00845972,1.46364e-05
9.99906,-0.891872,0.0904558,-0.0104136,9.78879e-05,-3.14305e-05,-4.90954,8.65944,9.07617e-07,0.504999,-0.00905236,1.49731e-05,-4.99952,-8.65945,9.74391e-07,0.00541474,0.00895447,1.64575e-05
9.99896,-0.940943,0.0955071,-0.0109935,0.000109073,-3.50358e-05,-4.90449,8.65935,1.06564e-06,0.505265,-0.00955793,1.6645e-05,-4.99946,-8.65935,1.14854e-06,0.00572838,0.00944886,1.83909e-05
9.99884,-0.989962,0.100561,-0.0115736,0.000120868,-3.88386e-05,-4.89944,8.65925,1.2408e-06,0.50553,-0.0100637,1.84011e-05,-4.9994,-8.65926,1.34259e-06,0.00604338,0.00994287,2.04375e-05
9.99872,-1.03893,0.105618,-0.0121538,0.000133272,-4.28392e-05,-4.89438,8.65915,1.43394e-06,0.505794,-0.0105698,2.02409e-05,-4.99934,-8.65916,1.55767e-06,0.00635972,0.0104365,2.25983e-05
